iter	Passed	Remaining
198	600	2416
199	601	2405
200	603	2397
201	605	2390
202	606	2380
203	607	2369
204	608	2358
205	609	2347
206	610	2337
207	611	2326
208	611	2316
209	612	2305
210	613	2295
211	614	2285
212	615	2275
213	616	2265
214	617	2255
215	619	2249
216	620	2240
217	621	2230
218	622	2220
219	623	2211
220	624	2201
221	625	2192
222	626	2182
223	627	2173
224	628	2164
225	629	2155
226	630	2146
227	631	2138
228	632	2129
229	633	2121
230	635	2115
231	636	2106
232	637	2098
233	638	2089
234	639	2081
235	640	2072
236	641	2064
237	642	2056
238	643	2047
239	644	2039
240	645	2031
241	646	2024
242	647	2016
243	648	2008
244	650	2004
245	651	1997
246	652	1989
247	653	1982
248	655	1975
249	656	1968
250	657	1960
251	658	1953
252	658	1945
253	660	1939
254	661	1931
255	662	1924
256	663	1916
257	665	1914
258	666	1907
259	667	1900
260	668	1892
261	669	1885
262	670	1878
263	671	1871
264	672	1864
265	673	1857
266	674	1851
267	675	1844
268	676	1837
269	677	1831
270	678	1824
271	680	1820
272	681	1814
273	682	1807
274	683	1800
275	684	1794
276	685	1788
277	686	1781
278	687	1775
279	688	1769
280	689	1763
281	690	1756
282	691	1750
283	691	1744
284	693	1739
285	695	1735
286	696	1729
287	697	1723
288	697	1717
289	698	1711
290	699	1705
291	700	1699
292	701	1693
293	702	1688
294	703	1682
295	704	1676
296	705	1670
297	706	1665
298	708	1660
299	709	1656
300	710	1650
301	711	1645
302	712	1639
303	713	1633
304	714	1628
305	716	1624
306	717	1620
307	719	1615
308	720	1610
309	721	1605
310	722	1599
311	724	1596
312	725	1591
313	726	1586
314	727	1581
315	728	1576
316	729	1570
317	730	1566
318	731	1561
319	732	1556
320	733	1551
321	734	1546
322	735	1541
323	736	1536
324	737	1531
325	739	1529
326	740	1524
327	741	1519
328	742	1514
329	743	1509
330	744	1505
331	745	1500
332	746	1495
333	747	1490
334	748	1485
335	749	1480
336	750	1476
337	751	1471
338	752	1466
339	754	1464
340	755	1460
341	756	1456
342	758	1452
343	759	1448
344	760	1444
345	761	1439
346	762	1435
347	763	1430
348	764	1425
349	765	1421
350	766	1416
351	767	1412
352	769	1410
353	770	1405
354	771	1401
355	772	1397
356	773	1393
357	774	1388
358	775	1384
359	776	1380
360	777	1375
361	778	1371
362	779	1367
363	780	1363
364	781	1359
365	782	1355
366	784	1353
367	785	1348
368	786	1344
369	787	1340
370	788	1337
371	789	1333
372	790	1329
373	791	1325
374	792	1320
375	793	1316
376	794	1312
377	795	1308
378	796	1304
379	798	1302
380	799	1298
381	800	1295
382	801	1291
383	802	1287
384	803	1283
385	804	1279
386	805	1275
387	806	1271
388	807	1267
389	808	1263
390	808	1259
391	809	1256
392	810	1252
393	812	1249
394	813	1246
395	814	1243
396	815	1239
397	816	1235
398	817	1231
399	818	1228
400	819	1224
401	820	1220
402	821	1217
403	822	1213
404	823	1210
405	824	1206
406	825	1202
407	826	1199
408	828	1197
409	829	1193
410	830	1190
411	831	1186
412	832	1183
413	833	1179
414	834	1176
415	835	1172
416	836	1169
417	837	1165
418	838	1162
419	839	1158
420	839	1155
421	840	1151
422	843	1150
423	844	1147
424	845	1144
425	846	1141
426	848	1138
427	849	1135
428	851	1132
429	852	1129
430	853	1126
431	854	1122
432	854	1119
433	855	1116
434	858	1115
435	859	1112
436	860	1108
437	861	1105
438	862	1102
439	863	1099
440	864	1095
441	865	1092
442	866	1089
443	867	1086
444	868	1082
445	869	1079
446	870	1076
447	872	1074
448	873	1072
449	874	1069
450	875	1066
451	876	1063
452	877	1059
453	878	1056
454	879	1053
455	880	1050
456	881	1047
457	882	1044
458	883	1041
459	884	1038
460	885	1035
461	888	1034
462	889	1031
463	890	1028
464	891	1025
465	892	1022
466	893	1019
467	894	1016
468	894	1013
469	895	1010
470	896	1007
471	897	1004
472	898	1001
473	899	998
474	900	995
475	902	993
476	903	990
477	904	988
478	905	985
479	906	982
480	907	979
481	908	976
482	909	973
483	910	970
484	911	967
485	912	964
486	913	962
487	914	959
488	915	956
489	917	954
490	918	952
491	919	949
492	920	946
493	921	944
494	922	941
495	923	938
496	924	935
497	925	932
498	926	930
499	927	927
500	928	924
501	929	922
502	930	919
503	932	917
504	933	915
505	934	912
506	935	909
507	936	907
508	938	905
509	939	902
510	940	899
511	941	897
512	942	894
513	943	892
514	944	889
515	945	886
516	947	885
517	948	882
518	949	879
519	950	877
520	951	874
521	952	872
522	953	869
523	954	866
524	955	864
525	956	861
526	957	859
527	958	856
528	959	854
529	960	851
530	962	850
531	963	847
532	964	845
533	965	842
534	966	840
535	967	837
536	968	835
537	969	832
538	970	830
539	971	827
540	972	825
541	973	822
542	974	820
543	975	817
544	977	816
545	978	813
546	979	811
547	980	808
548	981	806
549	982	803
550	983	801
551	984	798
552	985	796
553	986	794
554	987	791
555	988	789
556	989	786
557	990	784
558	992	782
559	993	780
560	994	777
561	995	775
562	996	773
563	996	770
564	997	768
565	999	766
566	1000	763
567	1000	761
568	1001	758
569	1002	756
570	1003	754
571	1004	751
572	1006	750
573	1007	748
574	1008	745
575	1009	743
576	1010	740
577	1011	738
578	1012	736
579	1013	734
580	1014	731
581	1015	729
582	1016	727
583	1017	724
584	1018	722
585	1019	720
586	1022	719
587	1023	716
588	1024	714
589	1025	712
590	1026	710
591	1027	708
592	1028	705
593	1029	703
594	1030	701
595	1031	698
596	1032	696
597	1033	694
598	1033	692
599	1035	690
600	1037	688
601	1038	686
602	1039	684
603	1040	681
604	1042	680
605	1043	678
606	1044	676
607	1045	673
608	1046	671
609	1047	669
610	1048	667
611	1049	665
612	1050	663
613	1052	661
614	1053	659
615	1054	657
616	1055	654
617	1056	652
618	1057	650
619	1058	648
620	1059	646
621	1059	644
622	1060	642
623	1061	639
624	1062	637
625	1063	635
626	1064	633
627	1066	631
628	1067	629
629	1068	627
630	1069	625
631	1070	623
632	1071	621
633	1072	619
634	1073	617
635	1074	614
636	1075	612
637	1076	610
638	1077	608
639	1078	606
640	1079	604
641	1081	602
642	1082	600
643	1083	598
644	1084	596
645	1085	594
646	1086	592
647	1087	590
648	1088	588
649	1089	586
650	1090	584
651	1091	582
652	1092	580
653	1093	578
654	1094	576
655	1096	575
656	1097	573
657	1099	571
658	1100	569
659	1100	567
660	1101	565
661	1102	563
662	1103	561
663	1104	559
664	1105	557
665	1106	554
666	1107	552
667	1108	550
668	1110	549
669	1112	547
670	1113	545
671	1114	543
672	1115	541
673	1116	539
674	1117	537
675	1118	535
676	1119	533
677	1119	531
678	1120	529
679	1121	527
680	1122	525
681	1123	523
682	1126	522
683	1127	520
684	1128	518
685	1129	517
686	1131	515
687	1132	513
688	1133	511
689	1133	509
690	1134	507
691	1135	505
692	1136	503
693	1137	501
694	1138	499
695	1141	498
696	1142	496
697	1143	494
698	1144	492
699	1145	490
700	1146	489
701	1147	487
702	1148	485
703	1149	483
704	1150	481
705	1151	479
706	1152	477
707	1153	475
708	1155	474
709	1157	472
710	1158	470
711	1159	468
712	1159	466
713	1160	465
714	1161	463
715	1162	461
716	1163	459
717	1164	457
718	1165	455
719	1166	453
720	1167	451
721	1168	449
722	1171	448
723	1172	446
724	1173	444
725	1174	443
726	1175	441
727	1176	439
728	1176	437
729	1177	435
730	1178	433
731	1179	431
732	1180	430
733	1181	428
734	1182	426
735	1183	424
736	1185	423
737	1186	421
738	1187	419
739	1188	417
740	1189	415
741	1190	414
742	1191	412
743	1192	410
744	1193	408
745	1194	406
746	1195	404
747	1196	403
748	1197	401
749	1198	399
750	1200	398
751	1201	396
752	1202	394
753	1203	392
754	1204	390
755	1205	389
756	1206	387
757	1207	385
758	1208	383
759	1209	381
760	1210	380
761	1211	378
762	1213	376
763	1217	376
764	1218	374
765	1219	372
766	1220	370
767	1221	369
768	1222	367
769	1223	365
770	1224	363
771	1225	361
772	1226	360
773	1227	358
774	1228	356
775	1231	355
776	1232	353
777	1232	351
778	1233	350
779	1234	348
780	1235	346
781	1236	344
782	1237	343
783	1238	341
784	1239	339
785	1240	337
786	1241	336
787	1242	334
788	1244	332
789	1245	331
790	1246	329
791	1247	327
792	1248	325
793	1249	324
794	1250	322
795	1251	320
796	1252	319
797	1253	317
798	1254	315
799	1255	313
800	1256	312
801	1257	310
802	1258	308
803	1260	307
804	1261	305
805	1262	303
806	1263	302
807	1264	300
808	1264	298
809	1265	296
810	1266	295
811	1268	293
812	1269	291
813	1270	290
814	1271	288
815	1272	286
816	1273	285
817	1275	283
818	1276	282
819	1277	280
820	1278	278
821	1279	276
822	1280	275
823	1281	273
824	1282	272
825	1283	270
826	1284	268
827	1285	266
828	1286	265
829	1287	263
830	1289	262
831	1290	260
832	1291	258
833	1292	257
834	1293	255
835	1294	253
836	1295	252
837	1296	250
838	1297	248
839	1298	247
840	1299	245
841	1300	244
842	1301	242
843	1302	240
844	1304	239
845	1305	237
846	1306	236
847	1307	234
848	1308	232
849	1309	231
850	1310	229
851	1311	227
852	1312	226
853	1313	224
854	1314	222
855	1315	221
856	1316	219
857	1317	218
858	1319	216
859	1320	215
860	1322	213
861	1323	211
862	1325	210
863	1326	208
864	1327	207
865	1328	205
866	1328	203
867	1329	202
868	1330	200
869	1331	199
870	1332	197
871	1334	195
872	1335	194
873	1336	192
874	1337	191
875	1338	189
876	1339	187
877	1340	186
878	1341	184
879	1342	183
880	1343	181
881	1344	179
882	1345	178
883	1346	176
884	1347	175
885	1349	173
886	1350	172
887	1351	170
888	1352	168
889	1353	167
890	1354	165
891	1355	164
892	1356	162
893	1357	160
894	1358	159
895	1359	157
896	1360	156
897	1361	154
898	1362	153
899	1364	151
900	1365	150
901	1366	148
902	1367	146
903	1368	145
904	1369	143
905	1370	142
906	1371	140
907	1372	139
908	1373	137
909	1374	135
910	1375	134
911	1376	132
912	1378	131
913	1380	129
914	1381	128
915	1382	126
916	1383	125
917	1384	123
918	1384	122
919	1385	120
920	1386	118
921	1387	117
922	1388	115
923	1389	114
924	1390	112
925	1391	111
926	1393	109
927	1395	108
928	1396	106
929	1397	105
930	1397	103
931	1398	102
932	1399	100
933	1400	98
934	1401	97
935	1402	95
936	1403	94
937	1404	92
938	1405	91
939	1406	89
940	1409	88
941	1410	86
942	1411	85
943	1412	83
944	1413	82
945	1413	80
946	1414	79
947	1415	77
948	1416	76
949	1417	74
950	1418	73
951	1419	71
952	1420	70
953	1421	68
954	1423	67
955	1425	65
956	1426	64
957	1427	62
958	1428	61
959	1429	59
960	1430	58
961	1431	56
962	1432	55
963	1433	53
964	1434	52
965	1435	50
966	1436	49
967	1439	47
968	1440	46
969	1441	44
970	1442	43
971	1442	41
972	1443	40
973	1444	38
974	1445	37
975	1446	35
976	1447	34
977	1448	32
978	1449	31
979	1450	29
980	1454	28
981	1455	26
982	1456	25
983	1457	23
984	1458	22
985	1459	20
986	1460	19
987	1461	17
988	1462	16
989	1463	14
990	1464	13
991	1465	11
992	1466	10
993	1468	8
994	1469	7
995	1470	5
996	1471	4
997	1472	2
998	1473	1
999	1474	0
